time,x,vx,y,vy,z,vz,phi,p,theta,q,psi,r,U1,U2,U3,U4,x_d,vx_d,y_d,vy_d,z_d,vz_d,psi_d,psi_dot_d,Ux,Uy,phi_d,theta_d
36.9500,4.9808,1.1762,-2.8481,2.3675,26.0410,-0.2500,0.1444,-0.0034,0.0146,-0.0063,0.9512,0.5000,4.9571,-0.0001,0.0001,0.0000,4.6534,0.9146,-1.8293,2.3267,25.7625,-0.2500,1.1962,0.5000,-0.0949,0.1438,-0.1414,0.1003
36.9600,4.9924,1.1637,-2.8243,2.3746,26.0385,-0.2500,0.1444,-0.0034,0.0145,-0.0062,0.9562,0.5000,4.9571,-0.0001,0.0001,0.0000,4.6624,0.9030,-1.8060,2.3312,25.7600,-0.2500,1.2012,0.5000,-0.0949,0.1435,-0.1408,0.1007
36.9700,5.0039,1.1512,-2.8005,2.3817,26.0360,-0.2500,0.1444,-0.0035,0.0145,-0.0062,0.9612,0.5000,4.9571,-0.0001,0.0001,-0.0000,4.6714,0.8913,-1.7827,2.3357,25.7575,-0.2500,1.2062,0.5000,-0.0950,0.1432,-0.1403,0.1011
36.9800,5.0153,1.1387,-2.7766,2.3887,26.0335,-0.2500,0.1443,-0.0035,0.0144,-0.0062,0.9662,0.5000,4.9571,-0.0001,0.0001,0.0000,4.6803,0.8796,-1.7593,2.3401,25.7550,-0.2500,1.2112,0.5000,-0.0950,0.1429,-0.1397,0.1015
36.9900,5.0266,1.1262,-2.7527,2.3956,26.0310,-0.2500,0.1443,-0.0036,0.0144,-0.0061,0.9712,0.5000,4.9570,-0.0001,0.0001,0.0000,4.6890,0.8679,-1.7359,2.3445,25.7525,-0.2500,1.2162,0.5000,-0.0951,0.1426,-0.1391,0.1018
37.0000,5.0377,1.1136,-2.7286,2.4025,26.0285,-0.2500,0.1443,-0.0037,0.0143,-0.0061,0.9762,0.5000,4.9570,-0.0001,0.0001,-0.0000,4.6976,0.8562,-1.7124,2.3488,25.7500,-0.2500,1.2212,0.5000,-0.0951,0.1422,-0.1385,0.1022
37.0100,5.0487,1.1010,-2.7045,2.4093,26.0260,-0.2500,0.1442,-0.0037,0.0142,-0.0061,0.9812,0.5000,4.9570,-0.0001,0.0001,-0.0000,4.7061,0.8444,-1.6889,2.3531,25.7475,-0.2500,1.2262,0.5000,-0.0952,0.1419,-0.1379,0.1026
37.0200,5.0596,1.0884,-2.6804,2.4161,26.0235,-0.2500,0.1442,-0.0038,0.0142,-0.0060,0.9862,0.5000,4.9569,-0.0001,0.0001,0.0000,4.7145,0.8327,-1.6653,2.3573,25.7450,-0.2500,1.2312,0.5000,-0.0952,0.1416,-0.1374,0.1029
37.0300,5.0704,1.0758,-2.6561,2.4228,26.0210,-0.2500,0.1441,-0.0038,0.0141,-0.0060,0.9912,0.5000,4.9569,-0.0001,0.0001,0.0000,4.7228,0.8209,-1.6417,2.3614,25.7425,-0.2500,1.2362,0.5000,-0.0952,0.1412,-0.1368,0.1033
37.0400,5.0810,1.0631,-2.6319,2.4294,26.0185,-0.2500,0.1441,-0.0039,0.0140,-0.0059,0.9962,0.5000,4.9569,-0.0001,0.0001,-0.0000,4.7309,0.8091,-1.6181,2.3655,25.7400,-0.2500,1.2412,0.5000,-0.0953,0.1409,-0.1362,0.1036
37.0500,5.0915,1.0504,-2.6075,2.4360,26.0160,-0.2500,0.1441,-0.0040,0.0140,-0.0059,1.0012,0.5000,4.9568,-0.0001,0.0001,0.0000,4.7390,0.7972,-1.5944,2.3695,25.7375,-0.2500,1.2462,0.5000,-0.0953,0.1405,-0.1356,0.1039
37.0600,5.1019,1.0377,-2.5831,2.4425,26.0135,-0.2500,0.1440,-0.0040,0.0139,-0.0059,1.0062,0.5000,4.9568,-0.0001,0.0001,0.0000,4.7469,0.7854,-1.5707,2.3734,25.7350,-0.2500,1.2512,0.5000,-0.0953,0.1402,-0.1350,0.1043
37.0700,5.1121,1.0249,-2.5586,2.4490,26.0110,-0.2500,0.1440,-0.0041,0.0139,-0.0058,1.0112,0.5000,4.9568,-0.0001,0.0001,-0.0000,4.7547,0.7735,-1.5470,2.3773,25.7325,-0.2500,1.2562,0.5000,-0.0954,0.1398,-0.1343,0.1046
37.0800,5.1222,1.0121,-2.5340,2.4554,26.0085,-0.2500,0.1439,-0.0041,0.0138,-0.0058,1.0162,0.5000,4.9567,-0.0001,0.0001,-0.0000,4.7623,0.7616,-1.5232,2.3812,25.7300,-0.2500,1.2612,0.5000,-0.0954,0.1395,-0.1337,0.1049
37.0900,5.1322,0.9993,-2.5094,2.4617,26.0060,-0.2500,0.1439,-0.0042,0.0138,-0.0057,1.0212,0.5000,4.9567,-0.0001,0.0001,0.0000,4.7699,0.7497,-1.4993,2.3850,25.7275,-0.2500,1.2662,0.5000,-0.0954,0.1391,-0.1331,0.1052
37.1000,5.1421,0.9865,-2.4847,2.4680,26.0035,-0.2500,0.1439,-0.0042,0.0137,-0.0057,1.0262,0.5000,4.9567,-0.0001,0.0001,0.0000,4.7773,0.7377,-1.4755,2.3887,25.7250,-0.2500,1.2712,0.5000,-0.0954,0.1387,-0.1325,0.1055
37.1100,5.1518,0.9736,-2.4600,2.4742,26.0010,-0.2500,0.1438,-0.0043,0.0136,-0.0056,1.0312,0.5000,4.9566,-0.0001,0.0001,-0.0000,4.7847,0.7258,-1.4516,2.3923,25.7225,-0.2500,1.2762,0.5000,-0.0954,0.1384,-0.1319,0.1058
37.1200,5.1614,0.9608,-2.4352,2.4804,25.9985,-0.2500,0.1438,-0.0044,0.0136,-0.0056,1.0362,0.5000,4.9566,-0.0001,0.0001,-0.0000,4.7919,0.7138,-1.4276,2.3959,25.7200,-0.2500,1.2812,0.5000,-0.0955,0.1380,-0.1313,0.1061
37.1300,5.1709,0.9479,-2.4103,2.4864,25.9960,-0.2500,0.1437,-0.0044,0.0135,-0.0055,1.0412,0.5000,4.9566,-0.0001,0.0001,0.0000,4.7989,0.7018,-1.4037,2.3995,25.7175,-0.2500,1.2862,0.5000,-0.0955,0.1376,-0.1306,0.1064
37.1400,5.1803,0.9349,-2.3854,2.4925,25.9935,-0.2500,0.1437,-0.0045,0.0135,-0.0055,1.0462,0.5000,4.9565,-0.0001,0.0001,0.0000,4.8059,0.6898,-1.3796,2.4029,25.7150,-0.2500,1.2912,0.5000,-0.0955,0.1373,-0.1300,0.1067
37.1500,5.1895,0.9220,-2.3604,2.4984,25.9910,-0.2500,0.1436,-0.0045,0.0134,-0.0055,1.0512,0.5000,4.9565,-0.0001,0.0001,-0.0000,4.8127,0.6778,-1.3556,2.4064,25.7125,-0.2500,1.2962,0.5000,-0.0955,0.1369,-0.1294,0.1070
37.1600,5.1986,0.9090,-2.3354,2.5043,25.9885,-0.2500,0.1436,-0.0046,0.0134,-0.0054,1.0562,0.5000,4.9565,-0.0001,0.0001,0.0000,4.8194,0.6658,-1.3315,2.4097,25.7100,-0.2500,1.3012,0.5000,-0.0955,0.1365,-0.1287,0.1072
37.1700,5.2075,0.8960,-2.3103,2.5102,25.9860,-0.2500,0.1435,-0.0046,0.0133,-0.0054,1.0612,0.5000,4.9564,-0.0001,0.0001,0.0000,4.8260,0.6537,-1.3074,2.4130,25.7075,-0.2500,1.3062,0.5000,-0.0955,0.1361,-0.1281,0.1075
37.1800,5.2164,0.8830,-2.2851,2.5160,25.9835,-0.2500,0.1435,-0.0047,0.0133,-0.0053,1.0662,0.5000,4.9564,-0.0001,0.0001,0.0000,4.8325,0.6416,-1.2833,2.4163,25.7050,-0.2500,1.3112,0.5000,-0.0955,0.1357,-0.1275,0.1077
37.1900,5.2251,0.8700,-2.2599,2.5217,25.9810,-0.2500,0.1435,-0.0047,0.0132,-0.0053,1.0712,0.5000,4.9564,-0.0001,0.0001,-0.0000,4.8389,0.6295,-1.2591,2.4194,25.7025,-0.2500,1.3162,0.5000,-0.0955,0.1353,-0.1268,0.1080
37.2000,5.2336,0.8569,-2.2346,2.5273,25.9785,-0.2500,0.1434,-0.0048,0.0132,-0.0052,1.0762,0.5000,4.9563,-0.0001,0.0001,0.0000,4.8451,0.6174,-1.2349,2.4226,25.7000,-0.2500,1.3212,0.5000,-0.0955,0.1349,-0.1262,0.1082
37.2100,5.2421,0.8438,-2.2093,2.5329,25.9760,-0.2500,0.1434,-0.0048,0.0131,-0.0052,1.0812,0.5000,4.9563,-0.0001,0.0001,0.0000,4.8512,0.6053,-1.2106,2.4256,25.6975,-0.2500,1.3262,0.5000,-0.0955,0.1345,-0.1255,0.1085
37.2200,5.2504,0.8307,-2.1839,2.5384,25.9735,-0.2500,0.1433,-0.0049,0.0131,-0.0051,1.0862,0.5000,4.9562,-0.0001,0.0001,0.0000,4.8572,0.5932,-1.1864,2.4286,25.6950,-0.2500,1.3312,0.5000,-0.0955,0.1341,-0.1249,0.1087
37.2300,5.2586,0.8176,-2.1585,2.5439,25.9710,-0.2500,0.1433,-0.0049,0.0130,-0.0051,1.0912,0.5000,4.9562,-0.0001,0.0001,0.0000,4.8631,0.5810,-1.1621,2.4315,25.6925,-0.2500,1.3362,0.5000,-0.0955,0.1337,-0.1242,0.1089
37.2400,5.2666,0.8045,-2.1330,2.5493,25.9685,-0.2500,0.1432,-0.0050,0.0130,-0.0050,1.0962,0.5000,4.9562,-0.0001,0.0001,0.0000,4.8688,0.5689,-1.1377,2.4344,25.6900,-0.2500,1.3412,0.5000,-0.0954,0.1333,-0.1236,0.1091
37.2500,5.2745,0.7913,-2.1074,2.5546,25.9660,-0.2500,0.1432,-0.0050,0.0129,-0.0050,1.1012,0.5000,4.9561,-0.0001,0.0001,0.0000,4.8745,0.5567,-1.1134,2.4372,25.6875,-0.2500,1.3462,0.5000,-0.0954,0.1329,-0.1229,0.1093
37.2600,5.2823,0.7781,-2.0818,2.5599,25.9635,-0.2500,0.1431,-0.0051,0.0129,-0.0049,1.1062,0.5000,4.9561,-0.0001,0.0001,-0.0000,4.8800,0.5445,-1.0890,2.4400,25.6850,-0.2500,1.3512,0.5000,-0.0954,0.1325,-0.1223,0.1095
37.2700,5.2899,0.7649,-2.0562,2.5651,25.9610,-0.2500,0.1431,-0.0051,0.0128,-0.0049,1.1112,0.5000,4.9560,-0.0001,0.0001,0.0000,4.8854,0.5323,-1.0646,2.4427,25.6825,-0.2500,1.3562,0.5000,-0.0954,0.1320,-0.1216,0.1097
37.2800,5.2975,0.7517,-2.0305,2.5702,25.9585,-0.2500,0.1430,-0.0052,0.0128,-0.0048,1.1162,0.5000,4.9560,-0.0001,0.0001,0.0000,4.8906,0.5201,-1.0401,2.4453,25.6800,-0.2500,1.3612,0.5000,-0.0954,0.1316,-0.1210,0.1099
37.2900,5.3048,0.7384,-2.0047,2.5753,25.9560,-0.2500,0.1430,-0.0052,0.0127,-0.0048,1.1212,0.5000,4.9560,-0.0001,0.0001,-0.0000,4.8958,0.5078,-1.0157,2.4479,25.6775,-0.2500,1.3662,0.5000,-0.0953,0.1312,-0.1203,0.1101
37.3000,5.3121,0.7252,-1.9789,2.5803,25.9535,-0.2500,0.1429,-0.0053,0.0127,-0.0047,1.1262,0.5000,4.9559,-0.0001,0.0001,0.0000,4.9008,0.4956,-0.9912,2.4504,25.6750,-0.2500,1.3712,0.5000,-0.0953,0.1308,-0.1196,0.1103
37.3100,5.3192,0.7119,-1.9531,2.5853,25.9510,-0.2500,0.1429,-0.0053,0.0126,-0.0046,1.1312,0.5000,4.9559,-0.0001,0.0001,0.0000,4.9057,0.4833,-0.9667,2.4528,25.6725,-0.2500,1.3762,0.5000,-0.0953,0.1303,-0.1190,0.1104
37.3200,5.3262,0.6986,-1.9272,2.5902,25.9485,-0.2500,0.1428,-0.0054,0.0126,-0.0046,1.1362,0.5000,4.9559,-0.0001,0.0001,0.0000,4.9104,0.4711,-0.9421,2.4552,25.6700,-0.2500,1.3812,0.5000,-0.0952,0.1299,-0.1183,0.1106
37.3300,5.3331,0.6853,-1.9012,2.5950,25.9460,-0.2500,0.1427,-0.0054,0.0125,-0.0045,1.1412,0.5000,4.9558,-0.0001,0.0001,-0.0000,4.9151,0.4588,-0.9176,2.4575,25.6675,-0.2500,1.3862,0.5000,-0.0952,0.1294,-0.1176,0.1108
37.3400,5.3398,0.6720,-1.8752,2.5997,25.9435,-0.2500,0.1427,-0.0054,0.0125,-0.0045,1.1462,0.5000,4.9558,-0.0001,0.0001,0.0000,4.9196,0.4465,-0.8930,2.4598,25.6650,-0.2500,1.3912,0.5000,-0.0952,0.1290,-0.1169,0.1109
37.3500,5.3464,0.6586,-1.8492,2.6044,25.9410,-0.2500,0.1426,-0.0055,0.0124,-0.0044,1.1512,0.5000,4.9557,-0.0001,0.0001,0.0000,4.9240,0.4342,-0.8684,2.4620,25.6625,-0.2500,1.3962,0.5000,-0.0951,0.1285,-0.1163,0.1110
37.3600,5.3528,0.6453,-1.8231,2.6091,25.9385,-0.2500,0.1426,-0.0055,0.0124,-0.0044,1.1562,0.5000,4.9557,-0.0001,0.0001,-0.0000,4.9283,0.4219,-0.8437,2.4641,25.6600,-0.2500,1.4012,0.5000,-0.0951,0.1281,-0.1156,0.1112
37.3700,5.3591,0.6319,-1.7969,2.6136,25.9360,-0.2500,0.1425,-0.0056,0.0124,-0.0043,1.1612,0.5000,4.9556,-0.0001,0.0001,-0.0000,4.9325,0.4095,-0.8191,2.4662,25.6575,-0.2500,1.4062,0.5000,-0.0950,0.1276,-0.1149,0.1113
37.3800,5.3653,0.6185,-1.7708,2.6181,25.9335,-0.2500,0.1425,-0.0056,0.0123,-0.0042,1.1662,0.5000,4.9556,-0.0001,0.0001,0.0000,4.9365,0.3972,-0.7944,2.4682,25.6550,-0.2500,1.4112,0.5000,-0.0950,0.1272,-0.1142,0.1114
37.3900,5.3714,0.6051,-1.7445,2.6225,25.9310,-0.2500,0.1424,-0.0057,0.0123,-0.0042,1.1712,0.5000,4.9556,-0.0001,0.0001,-0.0000,4.9404,0.3849,-0.7697,2.4702,25.6525,-0.2500,1.4162,0.5000,-0.0949,0.1267,-0.1136,0.1115
37.4000,5.3773,0.5916,-1.7183,2.6269,25.9285,-0.2500,0.1424,-0.0057,0.0122,-0.0041,1.1762,0.5000,4.9555,-0.0001,0.0001,-0.0000,4.9442,0.3725,-0.7450,2.4721,25.6500,-0.2500,1.4212,0.5000,-0.0949,0.1263,-0.1129,0.1116
37.4100,5.3831,0.5782,-1.6920,2.6312,25.9260,-0.2500,0.1423,-0.0057,0.0122,-0.0041,1.1812,0.5000,4.9555,-0.0001,0.0001,0.0000,4.9478,0.3601,-0.7203,2.4739,25.6475,-0.2500,1.4262,0.5000,-0.0948,0.1258,-0.1122,0.1117
37.4200,5.3887,0.5647,-1.6656,2.6354,25.9235,-0.2500,0.1422,-0.0058,0.0121,-0.0040,1.1862,0.5000,4.9554,-0.0001,0.0001,-0.0000,4.9514,0.3478,-0.6955,2.4757,25.6450,-0.2500,1.4312,0.5000,-0.0948,0.1253,-0.1115,0.1118
37.4300,5.3942,0.5513,-1.6392,2.6396,25.9210,-0.2500,0.1422,-0.0058,0.0121,-0.0040,1.1912,0.5000,4.9554,-0.0001,0.0001,-0.0000,4.9548,0.3354,-0.6708,2.4774,25.6425,-0.2500,1.4362,0.5000,-0.0947,0.1248,-0.1108,0.1119
37.4400,5.3996,0.5378,-1.6128,2.6437,25.9185,-0.2500,0.1421,-0.0059,0.0121,-0.0039,1.1962,0.5000,4.9553,-0.0001,0.0001,-0.0000,4.9581,0.3230,-0.6460,2.4790,25.6400,-0.2500,1.4412,0.5000,-0.0947,0.1244,-0.1102,0.1120
37.4500,5.4048,0.5243,-1.5863,2.6477,25.9160,-0.2500,0.1421,-0.0059,0.0120,-0.0038,1.2012,0.5000,4.9553,-0.0001,0.0001,0.0000,4.9613,0.3106,-0.6212,2.4806,25.6375,-0.2500,1.4462,0.5000,-0.0946,0.1239,-0.1095,0.1121
37.4600,5.4100,0.5108,-1.5598,2.6517,25.9135,-0.2500,0.1420,-0.0059,0.0120,-0.0038,1.2062,0.5000,4.9553,-0.0001,0.0001,-0.0000,4.9643,0.2982,-0.5964,2.4822,25.6350,-0.2500,1.4512,0.5000,-0.0945,0.1234,-0.1088,0.1121
37.4700,5.4149,0.4973,-1.5332,2.6556,25.9110,-0.2500,0.1419,-0.0060,0.0120,-0.0037,1.2112,0.5000,4.9552,-0.0001,0.0001,-0.0000,4.9672,0.2858,-0.5715,2.4836,25.6325,-0.2500,1.4562,0.5000,-0.0945,0.1229,-0.1081,0.1122
37.4800,5.4198,0.4837,-1.5066,2.6594,25.9085,-0.2500,0.1419,-0.0060,0.0119,-0.0037,1.2162,0.5000,4.9552,-0.0001,0.0001,0.0000,4.9700,0.2733,-0.5467,2.4850,25.6300,-0.2500,1.4612,0.5000,-0.0944,0.1224,-0.1074,0.1123
37.4900,5.4245,0.4702,-1.4800,2.6632,25.9060,-0.2500,0.1418,-0.0060,0.0119,-0.0036,1.2212,0.5000,4.9551,-0.0001,0.0001,0.0000,4.9727,0.2609,-0.5218,2.4863,25.6275,-0.2500,1.4662,0.5000,-0.0943,0.1219,-0.1067,0.1123
37.5000,5.4290,0.4566,-1.4533,2.6669,25.9035,-0.2500,0.1418,-0.0061,0.0118,-0.0035,1.2262,0.5000,4.9551,-0.0001,0.0001,-0.0000,4.9752,0.2485,-0.4970,2.4876,25.6250,-0.2500,1.4712,0.5000,-0.0942,0.1214,-0.1060,0.1123
37.5100,5.4335,0.4430,-1.4266,2.6705,25.9010,-0.2500,0.1417,-0.0061,0.0118,-0.0035,1.2312,0.5000,4.9550,-0.0001,0.0001,-0.0000,4.9777,0.2360,-0.4721,2.4888,25.6225,-0.2500,1.4762,0.5000,-0.0942,0.1209,-0.1054,0.1124
37.5200,5.4378,0.4295,-1.3999,2.6741,25.8985,-0.2500,0.1416,-0.0061,0.0118,-0.0034,1.2362,0.5000,4.9550,-0.0001,0.0001,0.0000,4.9800,0.2236,-0.4472,2.4900,25.6200,-0.2500,1.4812,0.5000,-0.0941,0.1204,-0.1047,0.1124
37.5300,5.4419,0.4159,-1.3731,2.6776,25.8960,-0.2500,0.1416,-0.0062,0.0117,-0.0033,1.2412,0.5000,4.9549,-0.0001,0.0001,0.0000,4.9821,0.2111,-0.4223,2.4911,25.6175,-0.2500,1.4862,0.5000,-0.0940,0.1199,-0.1040,0.1124
37.5400,5.4459,0.4023,-1.3463,2.6810,25.8935,-0.2500,0.1415,-0.0062,0.0117,-0.0033,1.2462,0.5000,4.9549,-0.0000,0.0001,-0.0000,4.9842,0.1987,-0.3974,2.4921,25.6150,-0.2500,1.4912,0.5000,-0.0939,0.1194,-0.1033,0.1124
37.5500,5.4498,0.3886,-1.3194,2.6844,25.8910,-0.2500,0.1415,-0.0062,0.0117,-0.0032,1.2512,0.5000,4.9549,-0.0000,0.0001,0.0000,4.9861,0.1862,-0.3724,2.4931,25.6125,-0.2500,1.4962,0.5000,-0.0938,0.1189,-0.1026,0.1124
37.5600,5.4536,0.3750,-1.2926,2.6877,25.8885,-0.2500,0.1414,-0.0063,0.0116,-0.0031,1.2562,0.5000,4.9548,-0.0000,0.0001,0.0000,4.9879,0.1737,-0.3475,2.4940,25.6100,-0.2500,1.5012,0.5000,-0.0937,0.1184,-0.1019,0.1124
37.5700,5.4572,0.3614,-1.2657,2.6910,25.8860,-0.2500,0.1413,-0.0063,0.0116,-0.0031,1.2612,0.5000,4.9548,-0.0000,0.0001,0.0000,4.9896,0.1613,-0.3226,2.4948,25.6075,-0.2500,1.5062,0.5000,-0.0936,0.1179,-0.1012,0.1124
37.5800,5.4607,0.3477,-1.2387,2.6941,25.8835,-0.2500,0.1413,-0.0063,0.0116,-0.0030,1.2662,0.5000,4.9547,-0.0000,0.0001,-0.0000,4.9911,0.1488,-0.2976,2.4956,25.6050,-0.2500,1.5112,0.5000,-0.0936,0.1174,-0.1005,0.1124
37.5900,5.4640,0.3341,-1.2117,2.6972,25.8810,-0.2500,0.1412,-0.0064,0.0116,-0.0030,1.2712,0.5000,4.9547,-0.0000,0.0001,0.0000,4.9926,0.1363,-0.2726,2.4963,25.6025,-0.2500,1.5162,0.5000,-0.0935,0.1169,-0.0999,0.1124
37.6000,5.4672,0.3204,-1.1847,2.7002,25.8785,-0.2500,0.1411,-0.0064,0.0115,-0.0029,1.2762,0.5000,4.9546,-0.0000,0.0001,0.0000,4.9939,0.1238,-0.2477,2.4969,25.6000,-0.2500,1.5212,0.5000,-0.0934,0.1163,-0.0992,0.1123
37.6100,5.4703,0.3068,-1.1577,2.7032,25.8760,-0.2500,0.1411,-0.0064,0.0115,-0.0028,1.2812,0.5000,4.9546,-0.0000,0.0001,-0.0000,4.9950,0.1114,-0.2227,2.4975,25.5975,-0.2500,1.5262,0.5000,-0.0933,0.1158,-0.0985,0.1123
37.6200,5.4732,0.2931,-1.1306,2.7061,25.8735,-0.2500,0.1410,-0.0064,0.0115,-0.0028,1.2862,0.5000,4.9545,-0.0000,0.0001,-0.0000,4.9961,0.0989,-0.1977,2.4980,25.5950,-0.2500,1.5312,0.5000,-0.0931,0.1153,-0.0978,0.1123
37.6300,5.4760,0.2794,-1.1036,2.7089,25.8710,-0.2500,0.1409,-0.0065,0.0114,-0.0027,1.2912,0.5000,4.9545,-0.0000,0.0001,0.0000,4.9970,0.0864,-0.1727,2.4985,25.5925,-0.2500,1.5362,0.5000,-0.0930,0.1147,-0.0971,0.1122
37.6400,5.4787,0.2657,-1.0764,2.7117,25.8685,-0.2500,0.1409,-0.0065,0.0114,-0.0026,1.2962,0.5000,4.9544,-0.0000,0.0001,-0.0000,4.9978,0.0739,-0.1478,2.4989,25.5900,-0.2500,1.5412,0.5000,-0.0929,0.1142,-0.0964,0.1122
37.6500,5.4812,0.2520,-1.0493,2.7144,25.8660,-0.2500,0.1408,-0.0065,0.0114,-0.0026,1.3012,0.5000,4.9544,-0.0000,0.0001,-0.0000,4.9985,0.0614,-0.1228,2.4992,25.5875,-0.2500,1.5462,0.5000,-0.0928,0.1137,-0.0957,0.1121
37.6600,5.4836,0.2383,-1.0221,2.7170,25.8635,-0.2500,0.1407,-0.0065,0.0114,-0.0025,1.3062,0.5000,4.9543,-0.0000,0.0001,0.0000,4.9990,0.0489,-0.0978,2.4995,25.5850,-0.2500,1.5512,0.5000,-0.0927,0.1131,-0.0950,0.1120
37.6700,5.4858,0.2246,-0.9949,2.7196,25.8610,-0.2500,0.1407,-0.0066,0.0113,-0.0024,1.3112,0.5000,4.9543,-0.0000,0.0001,0.0000,4.9995,0.0364,-0.0728,2.4997,25.5825,-0.2500,1.5562,0.5000,-0.0926,0.1126,-0.0944,0.1119
37.6800,5.4879,0.2109,-0.9677,2.7221,25.8585,-0.2500,0.1406,-0.0066,0.0113,-0.0024,1.3162,0.5000,4.9543,-0.0000,0.0001,-0.0000,4.9998,0.0239,-0.0478,2.4999,25.5800,-0.2500,1.5612,0.5000,-0.0925,0.1120,-0.0937,0.1119
37.6900,5.4899,0.1972,-0.9405,2.7245,25.8560,-0.2500,0.1406,-0.0066,0.0113,-0.0023,1.3212,0.5000,4.9542,-0.0000,0.0001,-0.0000,4.9999,0.0114,-0.0228,2.5000,25.5775,-0.2500,1.5662,0.5000,-0.0924,0.1115,-0.0930,0.1118
37.7000,5.4917,0.1835,-0.9132,2.7268,25.8535,-0.2500,0.1405,-0.0066,0.0113,-0.0022,1.3262,0.5000,4.9542,-0.0000,0.0001,0.0000,5.0000,-0.0011,0.0022,2.5000,25.5750,-0.2500,1.5712,0.5000,-0.0922,0.1109,-0.0923,0.1117
37.7100,5.4934,0.1697,-0.8859,2.7291,25.8510,-0.2500,0.1404,-0.0067,0.0113,-0.0021,1.3312,0.5000,4.9541,-0.0000,0.0001,0.0000,4.9999,-0.0136,0.0272,2.5000,25.5725,-0.2500,1.5762,0.5000,-0.0921,0.1104,-0.0916,0.1116
37.7200,5.4950,0.1560,-0.8586,2.7313,25.8485,-0.2500,0.1404,-0.0067,0.0112,-0.0021,1.3362,0.5000,4.9541,-0.0000,0.0001,-0.0000,4.9997,-0.0261,0.0522,2.4999,25.5700,-0.2500,1.5812,0.5000,-0.0920,0.1098,-0.0910,0.1115
37.7300,5.4964,0.1423,-0.8313,2.7335,25.8460,-0.2500,0.1403,-0.0067,0.0112,-0.0020,1.3412,0.5000,4.9540,-0.0000,0.0001,0.0000,4.9994,-0.0386,0.0772,2.4997,25.5675,-0.2500,1.5862,0.5000,-0.0919,0.1092,-0.0903,0.1113
37.7400,5.4977,0.1285,-0.8039,2.7356,25.8435,-0.2500,0.1402,-0.0067,0.0112,-0.0019,1.3462,0.5000,4.9540,-0.0000,0.0001,0.0000,4.9990,-0.0511,0.1022,2.4995,25.5650,-0.2500,1.5912,0.5000,-0.0917,0.1087,-0.0896,0.1112
37.7500,5.4988,0.1148,-0.7765,2.7376,25.8410,-0.2500,0.1402,-0.0067,0.0112,-0.0019,1.3512,0.5000,4.9539,-0.0000,0.0001,0.0000,4.9984,-0.0636,0.1272,2.4992,25.5625,-0.2500,1.5962,0.5000,-0.0916,0.1081,-0.0889,0.1111
37.7600,5.4998,0.1010,-0.7491,2.7395,25.8385,-0.2500,0.1401,-0.0068,0.0112,-0.0018,1.3562,0.5000,4.9539,-0.0000,0.0001,-0.0000,4.9977,-0.0761,0.1522,2.4988,25.5600,-0.2500,1.6012,0.5000,-0.0914,0.1075,-0.0882,0.1109
37.7700,5.5007,0.0873,-0.7217,2.7414,25.8360,-0.2500,0.1400,-0.0068,0.0111,-0.0017,1.3612,0.5000,4.9538,-0.0000,0.0001,0.0000,4.9969,-0.0886,0.1772,2.4984,25.5575,-0.2500,1.6062,0.5000,-0.0913,0.1070,-0.0876,0.1108
37.7800,5.5015,0.0735,-0.6943,2.7432,25.8335,-0.2500,0.1399,-0.0068,0.0111,-0.0017,1.3662,0.5000,4.9538,-0.0000,0.0001,0.0000,4.9959,-0.1011,0.2022,2.4980,25.5550,-0.2500,1.6112,0.5000,-0.0912,0.1064,-0.0869,0.1106
37.7900,5.5021,0.0598,-0.6668,2.7450,25.8310,-0.2500,0.1399,-0.0068,0.0111,-0.0016,1.3712,0.5000,4.9537,-0.0000,0.0001,-0.0000,4.9948,-0.1136,0.2271,2.4974,25.5525,-0.2500,1.6162,0.5000,-0.0910,0.1058,-0.0862,0.1105
37.8000,5.5025,0.0460,-0.6394,2.7466,25.8285,-0.2500,0.1398,-0.0068,0.0111,-0.0015,1.3762,0.5000,4.9537,-0.0000,0.0001,0.0000,4.9936,-0.1261,0.2521,2.4968,25.5500,-0.2500,1.6212,0.5000,-0.0909,0.1052,-0.0856,0.1103
37.8100,5.5028,0.0323,-0.6119,2.7482,25.8260,-0.2500,0.1397,-0.0068,0.0111,-0.0015,1.3812,0.5000,4.9536,-0.0000,0.0001,0.0000,4.9923,-0.1385,0.2771,2.4962,25.5475,-0.2500,1.6262,0.5000,-0.0907,0.1047,-0.0849,0.1101
37.8200,5.5030,0.0185,-0.5844,2.7498,25.8235,-0.2500,0.1397,-0.0069,0.0111,-0.0014,1.3862,0.5000,4.9536,-0.0000,0.0001,-0.0000,4.9909,-0.1510,0.3020,2.4954,25.5450,-0.2500,1.6312,0.5000,-0.0906,0.1041,-0.0842,0.1100
37.8300,5.5031,0.0047,-0.5569,2.7512,25.8210,-0.2500,0.1396,-0.0069,0.0111,-0.0013,1.3912,0.5000,4.9535,-0.0000,0.0001,-0.0000,4.9893,-0.1635,0.3270,2.4946,25.5425,-0.2500,1.6362,0.5000,-0.0904,0.1035,-0.0836,0.1098
37.8400,5.5030,-0.0090,-0.5293,2.7526,25.8185,-0.2500,0.1395,-0.0069,0.0110,-0.0012,1.3962,0.5000,4.9535,-0.0000,0.0001,0.0000,4.9876,-0.1760,0.3519,2.4938,25.5400,-0.2500,1.6412,0.5000,-0.0903,0.1029,-0.0829,0.1096
